v
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
24.7
-1.0
-1.0
24.7
-1.0
-1.0
-1.0
24.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
18.4
-1.0
24.0
-1.0
21.3
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
31.8
-1.0
-1.0
25.1
18.0
11.3
27.0
-1.0
24.1
-1.0
-1.0
-1.0
29.0
-1.0
-1.0
-1.0
-1.0
31.4
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
24.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
24.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
31.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
27.5
-1.0
-1.0
17.4
-1.0
21.3
-1.0
-1.0
50.1
-1.0
-1.0
19.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
44.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
84.0
-1.0
80.0
82.0
82.0
82.0
46.2
86.0
76.0
-1.0
-1.0
76.0
-1.0
84.0
-1.0
-1.0
-1.0
-1.0
-1.0
76.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
37.5
-1.0
25.0
19.3
-1.0
-1.0
30.6
-1.0
-1.0
-1.0
27.2
22.6
28.4
15.0
25.0
-1.0
-1.0
20.3
36.4
-1.0
31.2
36.4
-1.0
35.2
21.9
-1.0
30.5
26.1
-1.0
23.9
19.0
22.1
27.7
-1.0
34.0
-1.0
24.9
-1.0
28.1
46.7
28.1
34.2
26.3
16.8
26.7
-1.0
18.5
19.4
28.1
34.0
19.4
-1.0
-1.0
22.9
29.0
30.9
-1.0
-1.0
40.9
40.9
19.0
-1.0
34.0
-1.0
5.8
81.0
-1.0
-1.0
-1.0
16.4
-1.0
21.5
-1.0
22.4
29.0
26.0
17.6
17.6
33.3
21.5
-1.0
30.3
29.8
22.7
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
28.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
21.0
-1.0
26.0
39.0
-1.0
22.3
-1.0
31.5
32.3
15.7
23.5
-1.0
10.0
33.3
13.0
16.0
20.7
26.2
26.2
20.7
38.6
-1.0
23.5
14.7
-1.0
24.0
17.0
33.0
21.0
-1.0
-1.0
39.2
-1.0
22.3
-1.0
26.7
24.0
23.2
23.2
17.0
-1.0
10.0
27.0
-1.0
-1.0
-1.0
27.0
-1.0
29.5
20.0
-1.0
24.7
42.0
33.0
-1.0
-1.0
-1.0
-1.0
-1.0
20.8
-1.0
19.1
-1.0
-1.0
-1.0
41.7
41.7
-1.0
26.9
27.9
30.8
25.1
-1.0
-1.0
22.9
-1.0
29.1
-1.0
-1.0
21.5
21.5
39.0
18.3
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
18.5
-1.0
20.5
-1.0
25.3
-1.0
19.3
18.3
-1.0
24.6
19.6
22.2
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
26.9
20.2
-1.0
-1.0
-1.0
-1.0
-1.0
27.4
-1.0
-1.0
32.6
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
21.5
21.5
-1.0
-1.0
-1.0
22.9
-1.0
-1.0
-1.0
-1.0
-1.0
32.5
-1.0
-1.0
10.4
31.7
-1.0
-1.0
-1.0
21.5
-1.0
-1.0
24.9
-1.0
-1.0
20.3
24.5
29.0
34.8
-1.0
-1.0
46.5
9.8
10.5
10.5
10.4
44.3
-1.0
44.3
38.3
38.3
-1.0
24.6
20.2
45.0
22.6
-1.0
36.7
-1.0
15.0
23.5
19.0
-1.0
-1.0
28.4
-1.0
-1.0
-1.0
19.5
-1.0
20.7
21.7
-1.0
-1.0
22.5
-1.0
-1.0
-1.0
17.9
19.7
-1.0
-1.0
-1.0
36.1
-1.0
20.9
-1.0
16.6
-1.0
20.3
16.6
35.0
-1.0
26.0
-1.0
-1.0
-1.0
24.0
39.5
-1.0
24.0
35.5
21.8
20.0
12.0
-1.0
-1.0
13.0
-1.0
-1.0
36.3
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
25.0
-1.0
-1.0
26.8
26.4
30.3
36.5
-1.0
-1.0
-1.0
46.3
-1.0
-1.0
-1.0
-1.0
22.4
-1.0
32.0
25.4
-1.0
14.7
22.9
26.2
-1.0
-1.0
17.8
42.0
-1.0
-1.0
29.4
9.8
24.7
28.5
-1.0
35.8
35.8
-1.0
-1.0
30.0
25.7
17.3
11.0
20.0
25.0
22.2
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
23.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
31.0
14.0
-1.0
20.4
-1.0
20.4
-1.0
10.0
29.3
17.0
-1.0
-1.0
-1.0
27.0
13.0
-1.0
-1.0
-1.0
-1.0
24.1
25.9
23.8
-1.0
13.0
31.4
-1.0
27.8
-1.0
22.6
-1.0
27.7
-1.0
27.7
-1.0
20.7
-1.0
15.9
19.1
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
26.9
31.5
-1.0
-1.0
25.0
30.0
27.3
-1.0
11.2
-1.0
-1.0
-1.0
-1.0
26.3
23.0
-1.0
13.0
21.6
-1.0
28.1
-1.0
-1.0
16.7
30.3
22.8
25.0
-1.0
20.8
-1.0
-1.0
14.0
-1.0
12.0
-1.0
37.3
24.8
-1.0
15.3
-1.0
21.4
-1.0
-1.0
24.1
24.5
26.6
24.4
-1.0
24.6
-1.0
21.6
51.0
44.9
-1.0
30.8
15.8
20.0
31.5
-1.0
31.1
44.3
-1.0
-1.0
-1.0
24.0
-1.0
34.0
-1.0
26.7
-1.0
-1.0
-1.0
24.7
-1.0
-1.0
-1.0
-1.0
-1.0
21.2
14.0
21.2
23.1
-1.0
24.5
15.5
25.0
33.0
25.0
-1.0
27.2
-1.0
29.0
23.5
15.5
-1.0
-1.0
-1.0
32.2
31.0
31.0
24.7
23.6
24.7
-1.0
-1.0
34.1
13.6
-1.0
-1.0
41.0
-1.0
17.0
21.0
25.0
30.0
31.1
26.0
29.1
-1.0
38.4
-1.0
33.7
-1.0
-1.0
25.0
20.0
-1.0
34.0
30.0
25.4
28.4
25.4
-1.0
40.1
-1.0
27.3
-1.0
23.0
-1.0
23.2
-1.0
23.0
-1.0
12.0
11.0
-1.0
16.0
-1.0
-1.0
-1.0
-1.0
-1.0
29.3
25.6
-1.0
-1.0
22.9
20.1
-1.0
-1.0
-1.0
-1.0
16.0
-1.0
12.0
20.0
30.9
-1.0
20.0
25.8
-1.0
12.0
-1.0
-1.0
-1.0
-1.0
26.6
-1.0
24.8
-1.0
24.0
-1.0
-1.0
-1.0
-1.0
31.0
16.8
-1.0
-1.0
18.9
21.0
-1.0
24.4
26.3
24.3
-1.0
25.5
-1.0
33.5
26.6
15.9
-1.0
19.0
-1.0
22.0
-1.0
25.4
-1.0
26.9
25.5
24.4
24.4
19.9
31.7
27.7
-1.0
27.7
-1.0
-1.0
27.9
22.0
-1.0
24.9
-1.0
33.8
-1.0
30.8
-1.0
31.7
17.0
18.0
-1.0
21.6
-1.0
-1.0
20.3
37.0
31.7
37.0
24.5
25.8
11.0
24.5
-1.0
24.8
18.4
-1.0
-1.0
27.0
24.5
-1.0
-1.0
-1.0
88.0
-1.0
-1.0
-1.0
27.1
-1.0
-1.0
18.0
21.3
30.0
23.0
35.0
27.0
-1.0
-1.0
-1.0
34.6
34.6
18.8
16.6
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
14.0
-1.0
19.0
-1.0
15.8
25.0
31.1
25.0
-1.0
15.3
-1.0
-1.0
33.7
24.9
21.9
24.2
24.2
-1.0
-1.0
-1.0
33.1
33.1
-1.0
-1.0
9.8
27.0
22.7
22.0
26.8
-1.0
11.9
-1.0
11.0
27.0
-1.0
-1.0
-1.0
-1.0
45.4
-1.0
-1.0
28.1
30.6
-1.0
31.7
-1.0
-1.0
-1.0
29.6
23.3
23.3
18.8
25.8
19.0
15.0
15.0
35.2
-1.0
17.0
27.8
-1.0
23.5
24.4
25.8
22.0
23.0
-1.0
18.0
18.0
27.1
24.2
18.0
23.5
35.1
-1.0
-1.0
17.1
-1.0
-1.0
30.3
-1.0
-1.0
23.6
-1.0
-1.0
25.5
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
56.1
50.3
55.9
57.2
27.0
43.0
28.5
27.0
21.0
33.9
-1.0
-1.0
33.9
-1.0
-1.0
-1.0
26.9
-1.0
26.9
-1.0
-1.0
-1.0
23.4
-1.0
22.8
22.8
-1.0
-1.0
26.2
-1.0
-1.0
26.2
-1.0
-1.0
-1.0
39.1
-1.0
21.0
14.2
18.0
-1.0
14.2
34.3
19.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
23.6
44.3
-1.0
-1.0
23.6
-1.0
-1.0
-1.0
27.4
-1.0
-1.0
-1.0
-1.0
-1.0
21.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
33.0
-1.0
-1.0
26.4
-1.0
-1.0
39.4
-1.0
-1.0
27.7
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
30.6
-1.0
-1.0
-1.0
28.4
-1.0
32.3
-1.0
27.8
27.8
-1.0
-1.0
-1.0
-1.0
-1.0
24.9
43.1
43.1
24.9
12.5
-1.0
-1.0
44.6
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
30.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
17.9
29.1
25.0
-1.0
-1.0
-1.0
-1.0
-1.0
24.7
22.7
42.2
42.2
-1.0
37.0
-1.0
-1.0
25.3
-1.0
25.3
25.3
-1.0
-1.0
-1.0
-1.0
-1.0
24.0
23.0
-1.0
-1.0
-1.0
-1.0
25.3
28.8
47.2
47.2
-1.0
15.3
-1.0
17.7
19.4
-1.0
31.2
21.9
-1.0
-1.0
22.8
-1.0
27.0
-1.0
16.6
-1.0
-1.0
-1.0
18.3
-1.0
-1.0
27.0
-1.0
14.0
-1.0
-1.0
-1.0
-1.0
19.2
-1.0
32.9
-1.0
-1.0
-1.0
22.2
-1.0
20.7
-1.0
31.5
-1.0
-1.0
-1.0
34.2
-1.0
34.2
-1.0
24.7
-1.0
-1.0
20.0
-1.0
-1.0
-1.0
34.6
-1.0
68.0
-1.0
68.0
61.3
61.3
76.0
76.0
91.0
27.3
87.0
27.3
-1.0
27.3
-1.0
81.0
-1.0
91.0
-1.0
88.0
-1.0
85.0
85.0
85.0
-1.0
85.0
85.0
-1.0
85.0
42.4
-1.0
44.1
-1.0
-1.0
-1.0
30.3
71.0
33.6
84.0
84.0
71.0
66.0
-1.0
83.0
83.0
-1.0
83.0
81.0
-1.0
24.2
-1.0
86.0
68.0
-1.0
-1.0
48.0
-1.0
42.0
87.0
-1.0
-1.0
-1.0
90.0
82.5
-1.0
-1.0
23.0
23.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
31.0
26.3
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
28.7
27.9
41.3
-1.0
41.3
-1.0
-1.0
25.5
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
25.0
-1.0
-1.0
-1.0
31.0
38.3
38.3
-1.0
-1.0
-1.0
-1.0
25.3
-1.0
-1.0
-1.0
21.5
19.0
-1.0
-1.0
-1.0
27.0
-1.0
90.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
33.3
53.0
33.6
19.0
-1.0
-1.0
-1.0
-1.0
-1.0
8.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
32.2
40.6
-1.0
9.0
24.6
-1.0
-1.0
-1.0
-1.0
42.4
22.1
22.1
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
26.5
-1.0
-1.0
26.5
26.5
-1.0
26.5
34.0
10.7
16.7
10.7
-1.0
-1.0
-1.0
19.0
43.5
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
44.6
31.3
-1.0
17.0
29.7
-1.0
-1.0
15.7
-1.0
-1.0
17.3
-1.0
24.6
25.9
17.3
-1.0
19.0
9.0
-1.0
-1.0
24.0
35.0
16.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
11.3
-1.0
-1.0
-1.0
-1.0
24.5
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
18.6
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
29.0
-1.0
24.3
-1.0
-1.0
-1.0
26.2
-1.0
26.2
-1.0
16.0
20.0
18.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
25.2
27.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
23.5
-1.0
-1.0
-1.0
-1.0
21.4
-1.0
26.1
-1.0
21.4
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
29.9
-1.0
13.0
-1.0
21.9
-1.0
-1.0
-1.0
-1.0
31.8
31.2
-1.0
-1.0
-1.0
-1.0
6.0
33.4
47.5
24.5
26.1
-1.0
-1.0
14.5
-1.0
18.8
-1.0
-1.0
-1.0
9.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
28.0
23.0
11.0
-1.0
28.0
-1.0
11.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
21.3
-1.0
21.3
-1.0
-1.0
20.5
-1.0
33.0
-1.0
-1.0
39.1
39.1
35.2
21.2
35.2
-1.0
-1.0
17.6
33.7
-1.0
5.0
-1.0
-1.0
20.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
18.0
-1.0
22.5
22.5
-1.0
-1.0
32.0
-1.0
-1.0
-1.0
-1.0
-1.0
26.5
26.5
-1.0
19.0
-1.0
21.0
-1.0
-1.0
-1.0
20.0
-1.0
23.5
23.5
23.5
-1.0
-1.0
-1.0
30.0
-1.0
23.8
-1.0
-1.0
16.5
-1.0
15.0
15.0
-1.0
-1.0
27.5
-1.0
-1.0
15.0
-1.0
22.5
-1.0
27.8
38.6
33.0
38.6
-1.0
-1.0
25.0
25.0
24.6
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
25.9
-1.0
-1.0
18.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
9.0
18.0
9.0
-1.0
22.2
18.6
23.0
46.2
30.0
-1.0
29.5
-1.0
-1.0
-1.0
16.3
17.1
17.8
25.8
30.0
34.7
-1.0
14.0
-1.0
-1.0
-1.0
-1.0
31.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
51.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
33.1
33.8
31.3
-1.0
36.3
-1.0
-1.0
-1.0
-1.0
-1.0
21.5
29.0
-1.0
-1.0
-1.0
-1.0
35.6
-1.0
-1.0
32.1
-1.0
32.1
-1.0
-1.0
-1.0
-1.0
19.5
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
64.7
-1.0
-1.0
-1.0
-1.0
64.7
-1.0
-1.0
25.6
-1.0
25.6
-1.0
-1.0
-1.0
64.7
25.6
25.6
-1.0
25.6
-1.0
-1.0
64.7
25.6
31.7
13.5
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
21.1
22.5
-1.0
28.8
37.4
27.4
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
20.5
-1.0
18.8
21.1
21.1
21.1
-1.0
-1.0
-1.0
21.1
85.0
-1.0
-1.0
28.2
-1.0
14.7
39.3
-1.0
-1.0
19.9
27.5
-1.0
-1.0
-1.0
-1.0
24.0
-1.0
-1.0
-1.0
-1.0
5.0
5.0
-1.0
-1.0
5.0
-1.0
16.0
-1.0
-1.0
-1.0
-1.0
-1.0
16.0
-1.0
16.8
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
36.1
-1.0
-1.0
20.0
-1.0
-1.0
21.9
21.9
21.9
-1.0
-1.0
-1.0
22.9
-1.0
-1.0
22.9
-1.0
21.9
31.1
22.3
-1.0
-1.0
-1.0
22.9
-1.0
-1.0
14.0
-1.0
21.0
-1.0
-1.0
21.0
27.0
27.0
-1.0
21.0
20.0
35.0
35.0
33.1
32.2
-1.0
32.0
33.6
23.6
17.0
33.6
16.5
30.6
13.2
30.6
-1.0
-1.0
-1.0
16.5
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
32.7
28.9
21.9
-1.0
14.2
-1.0
30.0
-1.0
42.6
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
32.7
-1.0
-1.0
-1.0
-1.0
24.9
-1.0
-1.0
32.1
-1.0
-1.0
-1.0
-1.0
24.2
-1.0
-1.0
36.7
-1.0
39.4
-1.0
39.4
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
20.4
20.4
-1.0
-1.0
-1.0
-1.0
-1.0
26.0
-1.0
-1.0
-1.0
22.0
34.0
-1.0
24.0
-1.0
22.0
-1.0
-1.0
-1.0
23.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
28.2
-1.0
-1.0
28.2
-1.0
-1.0
28.2
-1.0
-1.0
23.6
-1.0
26.7
-1.0
-1.0
25.2
-1.0
26.7
-1.0
-1.0
24.5
-1.0
27.0
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
17.0
18.9
16.4
-1.0
